U-238(n,tot) ENDFB-8.0
Energy(eV) XS(b)
6.50087 134.755
6.50229 137.537
6.50372 140.424
6.50514 143.417
6.50656 146.524
6.50798 149.752
6.50894 152.016
6.50990 154.341
6.51087 156.729
6.51183 159.184
6.51280 161.708
6.51376 164.304
6.51472 166.975
6.51569 169.720
6.51690 173.307
6.51812 177.030
6.51924 180.570
6.52035 184.238
6.52147 188.039
6.52258 191.981
6.52370 196.071
6.52482 200.316
6.52593 204.725
6.52705 209.306
6.52801 213.409
6.52898 217.653
6.52994 222.044
6.53090 226.590
6.53187 231.298
6.53283 236.175
6.53380 241.228
6.53476 246.461
6.53588 252.767
6.53699 259.346
6.53811 266.212
6.53922 273.382
6.54034 280.870
6.54146 288.693
6.54257 296.871
6.54369 305.412
6.54480 314.353
6.54592 323.706
6.54703 333.492
6.54815 343.733
6.54927 354.454
6.55038 365.678
6.55150 377.431
6.55261 389.740
6.55373 402.631
6.55485 416.133
6.55596 430.276
6.55708 445.092
6.55819 460.611
6.55931 476.867
6.56043 493.893
6.56154 511.710
6.56266 530.384
6.56377 549.938
6.56489 570.410
6.56601 591.839
6.56712 614.265
6.56824 637.730
6.56935 662.276
6.57047 687.945
6.57159 714.782
6.57270 742.829
6.57382 772.133
6.57493 802.739
6.57605 834.691
6.57717 868.037
6.57828 902.822
6.57940 939.092
6.58051 976.893
6.58163 1016.27
6.58275 1057.27
6.58386 1099.94
6.58498 1144.32
6.58609 1190.46
6.58721 1238.39
6.58833 1288.16
6.58944 1339.81
6.59056 1393.37
6.59167 1448.88
6.59279 1506.38
6.59502 1627.45
6.59725 1756.74
6.59938 1888.10
6.60151 2027.20
6.60364 2174.20
6.60577 2328.96
6.60791 2491.53
6.61004 2661.62
6.61217 2839.16
6.61430 3023.69
6.61653 3224.20
6.61876 3431.50
6.62099 3644.93
6.62322 3863.64
6.62769 4313.92
6.63215 4773.93
6.63662 5234.22
6.64108 5683.94
6.64554 6111.79
6.65001 6505.84
6.65447 6854.53
6.65670 7008.47
6.65893 7147.07
6.66126 7274.04
6.66358 7382.11
6.66591 7470.33
6.66823 7537.90
6.67126 7593.94
6.67428 7613.16
6.67504 7612.16
6.67750 7592.92
6.67995 7549.42
6.68241 7482.13
6.68487 7391.82
6.68740 7275.89
6.68992 7137.91
6.69245 6979.31
6.69497 6801.76
6.69760 6599.05
6.70022 6380.09
6.70285 6147.03
6.70548 5902.39
6.71073 5387.43
6.71598 4854.13
6.72218 4223.71
6.72529 3915.84
6.72839 3616.50
6.73102 3371.35
6.73364 3134.96
6.73627 2908.27
6.73889 2692.07
6.74152 2486.77
6.74414 2292.88
6.74677 2110.46
6.74939 1939.72
6.75202 1780.44
6.75465 1632.57
6.75727 1495.68
6.75990 1369.53
6.76252 1253.56
6.76384 1199.26
6.76515 1147.36
6.76646 1097.73
6.76777 1050.33
6.76909 1005.10
6.77040 961.984
6.77231 902.801
6.77422 847.696
6.77613 796.387
6.77804 748.712
6.77995 704.404
6.78186 663.301
6.78377 625.156
6.78567 589.812
6.78758 557.043
6.78949 526.703
6.79140 498.588
6.79331 472.564
6.79522 448.448
6.79713 426.121
6.79904 405.421
6.80095 386.244
6.80358 362.112
6.80620 340.328
6.80883 320.634
6.81145 302.803
6.81408 286.616
6.81670 271.901
6.81933 258.481
6.82196 246.223
6.82458 234.987
6.82721 224.671
6.82983 215.166
6.83246 206.392
6.83508 198.265
6.83771 190.723
6.84033 183.702
6.84296 177.155
6.84559 171.032
6.84821 165.293
6.85084 159.904
6.85346 154.836
6.85609 150.056
6.85871 145.543
6.86396 137.230
6.86922 129.747
6.87447 122.977
6.87972 116.822
6.88497 111.204
6.88927 106.959
6.89356 103.000
6.89786 99.2979
6.90215 95.8310
6.90645 92.5770
6.91075 89.5192
6.91504 86.6406
6.91934 83.9268
6.92364 81.3640
6.92793 78.9420
6.93223 76.6495
6.93652 74.4770
6.94512 70.4582
6.95371 66.8265
6.95896 64.7752
6.96421 62.8401
6.96946 61.0120
6.97471 59.2827
6.97997 57.6452
6.98522 56.0927
6.99572 53.2195
7.00622 50.6211
7.01672 48.2631
7.02723 46.1155
7.03773 44.1534
7.04823 42.3552
7.05873 40.7031
7.06923 39.1809
7.07974 37.7751
7.09024 36.4737
7.10074 35.2666
7.11124 34.1444
7.12175 33.0993
7.13320 32.0387
7.14466 31.0531
7.15516 30.2094
7.16566 29.4178
7.17617 28.6741
7.18667 27.9741
7.19717 27.3145
7.20767 26.6921
7.21818 26.1041
7.22868 25.5480
7.23918 25.0213
7.24968 24.5220
7.26018 24.0483
7.27069 23.5983
7.29169 22.7632
7.31269 22.0054
7.33370 21.3154
7.35470 20.6850
7.37571 20.1073
7.39671 19.5764
7.41772 19.0873
7.43872 18.6355
7.45973 18.2174
7.48073 17.8295
7.49982 17.5008
7.51892 17.1928
7.53801 16.9040
7.55711 16.6333
7.57620 16.3807
7.59530 16.1469
7.61439 15.9321
7.63349 15.7340
7.65640 15.5091
7.66967 15.3800
7.67388 15.3386
7.68092 15.2692
7.70180 15.0605
7.72269 14.8539
7.74528 14.6428
7.76787 14.4495
7.79047 14.2727
7.81306 14.1087
7.83565 13.9546
7.85824 13.8087
7.88084 13.6703
7.90343 13.5387
7.94861 13.2940
7.99380 13.0712
8.03898 12.8676
8.08417 12.6809
8.12032 12.5422
8.15646 12.4123
8.19261 12.2902
8.22876 12.1754
8.25813 12.0870
8.28750 12.0026
8.34624 11.8450
8.40498 11.7006
8.46372 11.5680
8.52246 11.4457
8.58120 11.3329
8.63994 11.2279
8.69868 11.1301
8.74838 11.0524
8.79809 10.9790
8.84779 10.9095
8.89749 10.8436
8.94720 10.7810
8.99690 10.7214
9.04660 10.6647
9.09631 10.6106
9.14601 10.5590
9.19571 10.5096
9.29512 10.4170
9.39453 10.3317
9.49393 10.2531
9.54815 10.2128
9.60238 10.1741
9.65660 10.1372
9.71082 10.1021
9.76504 10.0687
9.81926 10.0374
9.87348 10.0090
9.90060 9.99610
9.92771 9.98452
9.94578 9.97772
9.96385 9.97190
9.98193 9.96738
10.0000 9.96467
10.0143 9.96434
10.0285 9.96640
10.0357 9.96869
10.0428 9.97212
10.0500 9.97705
10.0571 9.98392
10.0642 9.99339
10.0714 10.0063
10.0749 10.0144
10.0785 10.0239
10.0821 10.0348
10.0856 10.0476
10.0892 10.0623
10.0928 10.0794
10.0963 10.0992
10.0999 10.1219
10.1035 10.1481
10.1070 10.1781
10.1106 10.2125
10.1142 10.2515
10.1171 10.2873
10.1200 10.3268
10.1229 10.3705
10.1258 10.4186
10.1287 10.4713
10.1316 10.5291
10.1345 10.5922
10.1373 10.6605
10.1402 10.7349
10.1431 10.8152
10.1460 10.9018
10.1489 10.9946
10.1518 11.0938
10.1547 11.1995
10.1576 11.3115
10.1605 11.4294
10.1634 11.5538
10.1663 11.6841
10.1692 11.8199
10.1721 11.9608
10.1779 12.2555
10.1837 12.5627
10.1926 13.0455
10.1971 13.2834
10.2016 13.5136
10.2065 13.7531
10.2114 13.9720
10.2163 14.1654
10.2212 14.3282
10.2258 14.4499
10.2304 14.5373
10.2350 14.5883
10.2395 14.6030
10.2441 14.5804
10.2487 14.5209
10.2518 14.4603
10.2549 14.3841
10.2590 14.2608
10.2631 14.1140
10.2688 13.8784
10.2744 13.6118
10.2801 13.3221
10.2857 13.0186
10.2970 12.4000
10.3027 12.0998
10.3083 11.8135
10.3124 11.6165
10.3166 11.4305
10.3207 11.2563
10.3248 11.0945
10.3289 10.9454
10.3309 10.8755
10.3330 10.8090
10.3351 10.7454
10.3371 10.6851
10.3392 10.6279
10.3412 10.5736
10.3433 10.5219
10.3453 10.4732
10.3474 10.4271
10.3494 10.3837
10.3515 10.3427
10.3535 10.3043
10.3556 10.2680
10.3576 10.2341
10.3597 10.2022
10.3618 10.1724
10.3638 10.1444
10.3659 10.1183
10.3679 10.0938
10.3700 10.0710
10.3720 10.0498
10.3741 10.0299
10.3782 9.99396
10.3823 9.96269
10.3864 9.93546
10.3905 9.91179
10.3946 9.89106
10.3987 9.87291
10.4028 9.85696
10.4069 9.84291
10.4136 9.82330
10.4203 9.80692
10.4270 9.79298
10.4336 9.78095
10.4403 9.77035
10.4470 9.76091
10.4603 9.74454
10.4737 9.73055
10.4870 9.71821
10.5004 9.70707
10.5137 9.69684
10.5302 9.68520
10.5466 9.67438
10.5795 9.65454
10.6123 9.63640
10.6452 9.61947
10.7109 9.58802
10.7767 9.55874
10.8424 9.53109
10.9081 9.50485
10.9739 9.48011
11.0067 9.46844
11.0396 9.45747
11.0725 9.44761
11.0889 9.44338
11.1053 9.43998
11.1202 9.43809
11.1277 9.43781
11.1351 9.43818
11.1426 9.43942
11.1500 9.44181
11.1574 9.44575
11.1649 9.45169
11.1686 9.45561
11.1723 9.46026
11.1761 9.46574
11.1798 9.47214
11.1835 9.47959
11.1872 9.48817
11.1910 9.49799
11.1947 9.50918
11.1984 9.52189
11.2021 9.53615
11.2058 9.55212
11.2096 9.56988
11.2133 9.58957
11.2170 9.61115
11.2207 9.63473
11.2245 9.66032
11.2291 9.69497
11.2337 9.73256
11.2383 9.77299
11.2429 9.81600
11.2476 9.86133
11.2522 9.90831
11.2614 10.0052
11.2707 10.1014
11.2753 10.1471
11.2799 10.1902
11.2856 10.2379
11.2912 10.2788
11.2969 10.3116
11.3025 10.3352
11.3071 10.3468
11.3116 10.3517
11.3137 10.3516
11.3183 10.3461
11.3229 10.3336
11.3280 10.3120
11.3330 10.2827
11.3385 10.2430
11.3440 10.1961
11.3478 10.1608
11.3515 10.1233
11.3590 10.0434
11.3740 9.87620
11.3815 9.79532
11.3852 9.75667
11.3890 9.71962
11.3940 9.67275
11.3990 9.62919
11.4040 9.58915
11.4090 9.55269
11.4140 9.51980
11.4190 9.49038
11.4240 9.46426
11.4290 9.44126
11.4340 9.42106
11.4390 9.40344
11.4440 9.38811
11.4490 9.37484
11.4540 9.36332
11.4590 9.35334
11.4640 9.34467
11.4690 9.33713
11.4750 9.32929
11.4810 9.32254
11.4870 9.31667
11.4929 9.31150
11.5049 9.30269
11.5169 9.29529
11.5339 9.28627
11.5509 9.27827
11.5849 9.26389
11.6189 9.25071
11.6529 9.23820
11.7209 9.21437
11.7888 9.19147
11.9248 9.14711
12.0607 9.10408
12.1967 9.06195
12.3326 9.02051
12.6045 8.93906
12.7644 8.89177
12.9244 8.84470
13.0843 8.79782
13.2442 8.75097
13.4042 8.70407
13.5641 8.65699
13.8840 8.56197
14.0439 8.51377
14.2038 8.46508
14.3638 8.41578
14.5237 8.36565
14.6836 8.31484
14.8436 8.26304
15.0035 8.21042
15.1634 8.15656
15.3393 8.09592
15.5153 8.03372
15.6912 7.96980
15.8671 7.90405
16.0431 7.83632
16.2190 7.76647
16.3949 7.69437
16.5708 7.61991
16.7228 7.55360
16.8747 7.48540
17.0267 7.41527
17.1026 7.37948
17.1786 7.34322
17.2546 7.30648
17.3305 7.26929
17.4065 7.23166
17.4825 7.19361
17.5584 7.15519
17.6344 7.11644
17.7104 7.07737
17.7863 7.03807
17.8743 6.99236
17.9623 6.94662
18.0502 6.90102
18.1382 6.85582
18.2262 6.81133
18.3141 6.76796
18.4021 6.72622
18.4900 6.68674
18.5700 6.65350
18.6500 6.62358
18.7299 6.59796
18.7699 6.58714
18.8099 6.57789
18.8499 6.57040
18.8899 6.56492
18.9299 6.56172
18.9698 6.56111
19.0098 6.56343
19.0498 6.56908
19.0898 6.57852
19.1298 6.59236
19.1678 6.61036
19.2057 6.63409
19.2437 6.66520
19.2817 6.70763
19.3007 6.73636
19.3197 6.77412
19.3387 6.82662
19.3482 6.86101
19.3577 6.90254
19.3672 6.95283
19.3767 7.01336
19.3862 7.08584
19.3957 7.17149
19.4052 7.27152
19.4147 7.38614
19.4242 7.51525
19.4336 7.65725
19.4476 7.88514
19.4616 8.12354
19.4756 8.35616
19.4896 8.56350
19.4981 8.66916
19.5066 8.75486
19.5136 8.80852
19.5150 8.81744
19.5207 8.84605
19.5249 8.86019
19.5291 8.86806
19.5359 8.86779
19.5426 8.85245
19.5512 8.81228
19.5598 8.75202
19.5770 8.58673
19.5942 8.39170
19.6087 8.22981
19.6232 8.08785
19.6377 7.97632
19.6522 7.90018
19.6667 7.85933
19.6812 7.85053
19.6956 7.86882
19.7101 7.90898
19.7246 7.96638
19.7391 8.03725
19.7681 8.20987
19.7971 8.41552
19.8261 8.65143
19.8478 8.84909
19.8696 9.06593
19.8913 9.30369
19.9130 9.56441
19.9348 9.85047
19.9565 10.1646
19.9783 10.5098
20.0000 10.8898
20.0209 11.2913
20.0418 11.7325
20.0627 12.2186
20.0835 12.7546
20.1044 13.3474
20.1149 13.6671
20.1253 14.0038
20.1358 14.3589
20.1462 14.7329
20.1566 15.1275
20.1671 15.5440
20.1738 15.8231
20.1805 16.1119
20.1871 16.4111
20.1938 16.7213
20.2005 17.0434
20.2072 17.3769
20.2139 17.7230
20.2205 18.0822
20.2251 18.3375
20.2297 18.5989
20.2343 18.8678
20.2389 19.1433
20.2435 19.4267
20.2481 19.7172
20.2527 20.0162
20.2573 20.3227
20.2619 20.6384
20.2665 20.9620
20.2711 21.2955
20.2757 21.6375
20.2811 22.0547
20.2865 22.4860
20.2920 22.9321
20.2974 23.3935
20.3005 23.6675
20.3037 23.9462
20.3068 24.2305
20.3099 24.5206
20.3131 24.8175
20.3162 25.1195
20.3193 25.4277
20.3225 25.7423
20.3271 26.2165
20.3317 26.7044
20.3362 27.2074
20.3408 27.7263
20.3454 28.2628
20.3500 28.8153
20.3546 29.3869
20.3592 29.9759
20.3638 30.5856
20.3684 31.2142
20.3730 31.8653
20.3776 32.5370
20.3822 33.2333
20.3868 33.9521
20.3914 34.6976
20.3960 35.4678
20.4006 36.2673
20.4052 37.0938
20.4098 37.9504
20.4143 38.8386
20.4189 39.7621
20.4235 40.7183
20.4281 41.7132
20.4327 42.7445
20.4373 43.8184
20.4419 44.9326
20.4465 46.0941
20.4511 47.3003
20.4557 48.5591
20.4603 49.8678
20.4649 51.2351
20.4695 52.6582
20.4741 54.1469
20.4787 55.6985
20.4833 57.3237
20.4879 59.0199
20.4920 60.6335
20.4962 62.3167
20.5004 64.0737
20.5046 65.9046
20.5088 67.8232
20.5129 69.8257
20.5171 71.9277
20.5213 74.1256
20.5255 76.4371
20.5296 78.8648
20.5338 81.4176
20.5380 84.0984
20.5422 86.9310
20.5463 89.9136
20.5505 93.0739
20.5547 96.4119
20.5576 98.8768
20.5605 101.439
20.5635 104.123
20.5664 106.917
20.5693 109.850
20.5722 112.910
20.5752 116.118
20.5781 119.483
20.5810 123.030
20.5839 126.749
20.5869 130.678
20.5898 134.807
20.5927 139.181
20.5956 143.789
20.5985 148.667
20.6015 153.836
20.6038 158.129
20.6061 162.632
20.6084 167.358
20.6107 172.300
20.6130 177.518
20.6153 183.009
20.6176 188.790
20.6198 194.854
20.6221 201.276
20.6244 208.053
20.6267 215.210
20.6290 222.738
20.6313 230.731
20.6336 239.149
20.6359 248.097
20.6382 257.530
20.6405 267.567
20.6428 278.206
20.6451 289.487
20.6474 301.452
20.6497 314.147
20.6520 327.620
20.6543 341.921
20.6566 357.035
20.6589 373.150
20.6612 390.261
20.6635 408.429
20.6658 427.633
20.6681 448.107
20.6704 469.841
20.6727 492.908
20.6750 517.276
20.6773 543.236
20.6796 570.767
20.6819 599.955
20.6842 630.749
20.6865 663.507
20.6888 698.193
20.6911 734.902
20.6934 773.557
20.6957 814.594
20.6980 857.951
20.7003 903.730
20.7026 951.818
20.7049 1002.74
20.7071 1056.15
20.7094 1112.63
20.7117 1171.78
20.7140 1234.22
20.7163 1299.81
20.7186 1368.64
20.7209 1440.48
20.7232 1516.06
20.7255 1595.16
20.7278 1677.86
20.7301 1763.86
20.7324 1853.98
20.7347 1947.92
20.7370 2045.74
20.7393 2147.04
20.7439 2361.98
20.7485 2592.94
20.7522 2794.12
20.7560 3005.99
20.7598 3228.40
20.7635 3461.06
20.7673 3703.58
20.7710 3955.45
20.7748 4216.04
20.7786 4484.61
20.7832 4822.72
20.7878 5168.84
20.7969 5878.54
20.8061 6595.42
20.8153 7295.59
20.8241 7925.69
