U-238(n,tot) ENDFB-8.0
Energy(eV) XS(b)
1534.84 14.4146
1534.84 14.4108
1534.85 14.4067
1534.88 14.3937
1534.90 14.3796
1534.94 14.3462
1535.00 14.2893
1535.06 14.2226
1535.12 14.1466
1535.18 14.0631
1535.25 13.9691
1535.31 13.8710
1535.42 13.6865
1535.54 13.5086
1535.60 13.4237
1535.65 13.3446
1535.71 13.2692
1535.77 13.2004
1535.83 13.1359
1535.89 13.0771
1535.94 13.0239
1536.00 12.9766
1536.06 12.9334
1536.12 12.8954
1536.17 12.8607
1536.23 12.8301
1536.29 12.8021
1536.35 12.7769
1536.40 12.7539
1536.46 12.7332
1536.52 12.7138
1536.58 12.6960
1536.63 12.6790
1536.69 12.6631
1536.75 12.6477
1536.81 12.6329
1536.92 12.6047
1537.04 12.5778
1537.15 12.5517
1537.40 12.4966
1537.66 12.4436
1538.16 12.3426
1538.41 12.2946
1538.54 12.2715
1538.66 12.2494
1538.79 12.2280
1538.91 12.2080
1539.04 12.1893
1539.16 12.1723
1539.33 12.1523
1539.50 12.1350
1539.83 12.1028
1539.96 12.0888
1540.09 12.0726
1540.15 12.0634
1540.18 12.0589
1540.18 12.0584
1540.19 12.0573
1540.19 12.0564
1540.21 12.0544
1540.24 12.0481
1540.36 12.0263
1540.49 12.0023
1540.61 11.9771
1540.78 11.9403
1540.95 11.9057
1541.04 11.8900
1541.12 11.8759
1541.21 11.8634
1541.29 11.8529
1541.36 11.8458
1541.43 11.8399
1541.57 11.8319
1541.71 11.8277
1541.84 11.8259
1542.05 11.8231
1542.15 11.8194
1542.26 11.8130
1542.35 11.8039
1542.39 11.7996
1542.41 11.7973
1542.43 11.7938
1542.48 11.7872
1542.59 11.7664
1542.70 11.7425
1542.82 11.7156
1543.04 11.6581
1543.20 11.6187
1543.35 11.5824
1543.43 11.5658
1543.51 11.5503
1543.59 11.5359
1543.66 11.5225
1543.75 11.5092
1543.83 11.4966
1543.91 11.4849
1543.99 11.4738
1544.08 11.4631
1544.16 11.4528
1544.32 11.4331
1544.49 11.4141
1544.66 11.3958
1544.82 11.3782
1544.99 11.3615
1545.07 11.3538
1545.15 11.3467
1545.23 11.3408
1545.32 11.3366
1545.36 11.3353
1545.40 11.3347
1545.44 11.3351
1545.48 11.3365
1545.52 11.3393
1545.57 11.3435
1545.61 11.3495
1545.65 11.3576
1545.69 11.3685
1545.73 11.3820
1545.77 11.3993
1545.81 11.4202
1545.86 11.4460
1545.90 11.4764
1545.94 11.5124
1545.98 11.5547
1546.02 11.6053
1546.06 11.6626
1546.10 11.7284
1546.14 11.8033
1546.19 11.8904
1546.23 11.9861
1546.27 12.0930
1546.31 12.2116
1546.35 12.3456
1546.39 12.4889
1546.43 12.6487
1546.47 12.8171
1546.52 13.0022
1546.56 13.1946
1546.60 13.3979
1546.64 13.6110
1546.68 13.8382
1546.72 14.0671
1546.81 14.5447
1546.89 15.0266
1546.97 15.4870
1547.04 15.8318
1547.07 15.9917
1547.10 16.1416
1547.14 16.2800
1547.17 16.4057
1547.20 16.5176
1547.23 16.6120
1547.28 16.7174
1547.32 16.7917
1547.36 16.8333
1547.38 16.8458
1547.39 16.8491
1547.40 16.8503
1547.41 16.8500
1547.41 16.8499
1547.42 16.8493
1547.42 16.8485
1547.43 16.8452
1547.44 16.8390
1547.46 16.8206
1547.51 16.7559
1547.55 16.6779
1547.59 16.5807
1547.64 16.4037
1547.69 16.1931
1547.75 15.9506
1547.80 15.6816
1547.84 15.4643
1547.88 15.2435
1547.96 14.7842
1548.04 14.3103
1548.11 13.8503
1548.15 13.6221
1548.19 13.4066
1548.23 13.1994
1548.27 13.0014
1548.31 12.8088
1548.35 12.6319
1548.39 12.4662
1548.43 12.3120
1548.48 12.1280
1548.53 11.9669
1548.58 11.8246
1548.63 11.7006
1548.68 11.5921
1548.73 11.5029
1548.78 11.4297
1548.83 11.3719
1548.88 11.3283
1548.93 11.3002
1548.98 11.2863
1549.03 11.2868
1549.08 11.3023
1549.13 11.3327
1549.18 11.3791
1549.23 11.4422
1549.29 11.5306
1549.34 11.6394
1549.39 11.7744
1549.45 11.9322
1549.47 12.0228
1549.50 12.1204
1549.53 12.2254
1549.55 12.3335
1549.58 12.4531
1549.61 12.5804
1549.63 12.7153
1549.66 12.8525
1549.69 13.0025
1549.71 13.1600
1549.77 13.4907
1549.82 13.8553
1549.87 14.2375
1549.93 14.6482
1549.98 15.0676
1550.09 15.9315
1550.17 16.6185
1550.21 16.9530
1550.26 17.2659
1550.30 17.5677
1550.34 17.8404
1550.38 18.0875
1550.43 18.3053
1550.45 18.4370
1550.48 18.5487
1550.51 18.6442
1550.54 18.7231
1550.59 18.8165
1550.61 18.8483
1550.63 18.8574
1550.64 18.8617
1550.65 18.8625
1550.65 18.8624
1550.66 18.8616
1550.66 18.8603
1550.67 18.8553
1550.68 18.8474
1550.70 18.8273
1550.74 18.7644
1550.78 18.6677
1550.82 18.5435
1550.86 18.3452
1550.91 18.1048
1550.96 17.8267
1551.00 17.5227
1551.06 17.1173
1551.11 16.6900
1551.19 16.0771
1551.26 15.4582
1551.34 14.8369
1551.40 14.3092
1551.44 14.0554
1551.47 13.8171
1551.50 13.5801
1551.53 13.3596
1551.57 13.1423
1551.60 12.9418
1551.63 12.7458
1551.66 12.5665
1551.70 12.3926
1551.73 12.2348
1551.76 12.0829
1551.79 11.9460
1551.83 11.8153
1551.86 11.6983
1551.89 11.5874
1551.92 11.4858
1551.96 11.3932
1551.99 11.3114
1552.02 11.2348
1552.05 11.1676
1552.09 11.1050
1552.12 11.0504
1552.19 10.9546
1552.25 10.8793
1552.32 10.8196
1552.38 10.7724
1552.45 10.7347
1552.51 10.7055
1552.58 10.6823
1552.64 10.6637
1552.71 10.6483
1552.77 10.6357
1552.84 10.6250
1552.90 10.6156
1552.97 10.6072
1553.03 10.5996
1553.16 10.5858
1553.29 10.5732
1553.42 10.5618
1553.49 10.5565
1553.56 10.5516
1553.62 10.5472
1553.69 10.5434
1553.75 10.5403
1553.82 10.5382
1553.88 10.5372
1553.95 10.5377
1553.99 10.5391
1554.04 10.5414
1554.09 10.5449
1554.13 10.5495
1554.23 10.5630
1554.32 10.5827
1554.41 10.6093
1554.51 10.6432
1554.60 10.6841
1554.69 10.7312
1554.81 10.7998
1554.93 10.8703
1555.06 10.9364
1555.12 10.9656
1555.18 10.9903
1555.26 11.0157
1555.34 11.0307
1555.40 11.0348
1555.43 11.0341
1555.45 11.0328
1555.45 11.0326
1555.46 11.0321
1555.46 11.0317
1555.47 11.0308
1555.47 11.0307
1555.47 11.0303
1555.47 11.0300
1555.48 11.0297
1555.48 11.0293
1555.49 11.0274
1555.50 11.0253
1555.53 11.0202
1555.59 11.0033
1555.64 10.9803
1555.73 10.9365
1555.82 10.8836
1555.90 10.8230
1555.99 10.7590
1556.13 10.6508
1556.21 10.5984
1556.28 10.5496
1556.38 10.4857
1556.48 10.4306
1556.58 10.3847
1556.63 10.3652
1556.68 10.3478
1556.74 10.3325
1556.79 10.3192
1556.84 10.3078
1556.89 10.2981
1556.94 10.2901
1556.99 10.2835
1557.04 10.2783
1557.09 10.2744
1557.17 10.2704
1557.25 10.2690
1557.42 10.2718
1557.58 10.2791
1557.66 10.2831
1557.81 10.2885
1557.95 10.2895
1557.98 10.2889
1557.99 10.2886
1558.01 10.2879
1558.05 10.2859
1558.07 10.2850
1558.08 10.2843
1558.10 10.2834
1558.13 10.2810
1558.15 10.2793
1558.16 10.2779
1558.18 10.2761
1558.23 10.2709
1558.27 10.2649
1558.37 10.2509
1558.48 10.2294
1558.56 10.2134
1558.72 10.1791
1558.87 10.1445
1559.03 10.1118
1559.11 10.0967
1559.19 10.0825
1559.26 10.0692
1559.34 10.0568
1559.44 10.0426
1559.53 10.0297
1559.63 10.0175
1559.72 10.0060
1559.82 9.99492
1559.91 9.98422
1560.10 9.96339
1560.29 9.94286
1560.48 9.92230
1560.67 9.90158
1560.86 9.88080
1560.96 9.87042
1561.05 9.86039
1561.15 9.85078
1561.24 9.84192
1561.29 9.83785
1561.34 9.83422
1561.39 9.83095
1561.43 9.82827
1561.48 9.82616
1561.53 9.82483
1561.58 9.82434
1561.62 9.82485
1561.67 9.82653
1561.72 9.82945
1561.77 9.83389
1561.81 9.83982
1561.91 9.85717
1562.00 9.88257
1562.10 9.91671
1562.19 9.95974
1562.29 10.0110
1562.38 10.0690
1562.62 10.2222
1562.70 10.2688
1562.77 10.3090
1562.85 10.3403
1562.93 10.3604
1562.98 10.3665
1563.03 10.3672
1563.07 10.3630
1563.09 10.3596
1563.10 10.3583
1563.10 10.3581
1563.10 10.3573
1563.11 10.3564
1563.11 10.3547
1563.13 10.3501
1563.13 10.3495
1563.14 10.3486
1563.14 10.3480
1563.14 10.3465
1563.16 10.3404
1563.18 10.3336
1563.21 10.3182
1563.29 10.2724
1563.37 10.2151
1563.41 10.1854
1563.51 10.1023
1563.60 10.0164
1563.70 9.93389
1563.74 9.89759
1563.79 9.86599
1563.85 9.83594
1563.90 9.81749
1563.96 9.81349
1564.02 9.82663
1564.07 9.86062
1564.13 9.91763
1564.16 9.95750
1564.19 10.0033
1564.21 10.0567
1564.24 10.1182
1564.27 10.1908
1564.30 10.2700
1564.33 10.3619
1564.36 10.4606
1564.39 10.5736
1564.41 10.6933
1564.44 10.8239
1564.47 10.9656
1564.50 11.1243
1564.53 11.2893
1564.55 11.4659
1564.58 11.6542
1564.61 11.8615
1564.64 12.0735
1564.67 12.2968
1564.70 12.5312
1564.72 12.7853
1564.75 13.0411
1564.81 13.5911
1564.87 14.1752
1564.92 14.7747
1565.04 16.0242
1565.09 16.6523
1565.15 17.2518
1565.20 17.7620
1565.25 18.2394
1565.30 18.6752
1565.35 19.0543
1565.39 19.3361
1565.43 19.5740
1565.48 19.7807
1565.50 19.8554
1565.51 19.8953
1565.52 19.9253
1565.53 19.9494
1565.54 19.9667
1565.55 19.9765
1565.56 19.9954
1565.57 20.0108
1565.58 20.0244
1565.61 20.0365
1565.66 20.0006
1565.71 19.8861
1565.76 19.7008
1565.81 19.4424
1565.86 19.1268
1565.92 18.7493
1565.97 18.3325
1566.02 17.8691
1566.07 17.3762
1566.17 16.3497
1566.23 15.8238
1566.28 15.3133
1566.33 14.8053
1566.38 14.3251
1566.41 14.0888
1566.43 13.8589
1566.46 13.6359
1566.48 13.4201
1566.51 13.2120
1566.54 13.0117
1566.56 12.8196
1566.59 12.6426
1566.61 12.4667
1566.64 12.2992
1566.67 12.1401
1566.69 11.9949
1566.72 11.8521
1566.74 11.7175
1566.77 11.5909
1566.79 11.4766
1566.82 11.3653
1566.85 11.2614
1566.90 11.0787
1566.95 10.9194
1567.00 10.7878
1567.05 10.6769
1567.10 10.5891
1567.15 10.5194
1567.21 10.4689
1567.25 10.4374
1567.30 10.4182
1567.34 10.4106
1567.39 10.4136
1567.43 10.4237
1567.46 10.4399
1567.50 10.4627
1567.54 10.4905
1567.58 10.5245
1567.61 10.5626
1567.69 10.6520
1567.76 10.7578
1567.84 10.8734
1567.99 11.1217
1568.07 11.2522
1568.15 11.3717
1568.19 11.4253
1568.23 11.4737
1568.27 11.5160
1568.31 11.5518
1568.36 11.5889
1568.42 11.6111
1568.46 11.6175
1568.48 11.6166
1568.49 11.6150
1568.50 11.6140
1568.50 11.6138
1568.50 11.6131
1568.51 11.6124
1568.51 11.6109
1568.53 11.6067
1568.56 11.5929
1568.57 11.5857
1568.58 11.5809
1568.61 11.5597
1568.64 11.5338
1568.70 11.4700
1568.74 11.4217
1568.77 11.3693
1568.81 11.3118
1568.84 11.2499
1568.92 11.1149
1568.99 10.9689
1569.17 10.5890
1569.26 10.4043
1569.30 10.3164
1569.35 10.2342
1569.39 10.1544
1569.44 10.0791
1569.48 10.0088
1569.53 9.94479
1569.57 9.88432
1569.62 9.82882
1569.66 9.77818
1569.70 9.73317
1569.75 9.69152
1569.79 9.65404
1569.84 9.62043
1569.88 9.59100
1569.93 9.56412
1569.97 9.54017
1570.02 9.51883
1570.06 9.50022
1570.11 9.48322
1570.15 9.46800
1570.20 9.45433
1570.24 9.44225
1570.29 9.43102
1570.33 9.42098
1570.38 9.41153
1570.42 9.40294
1570.47 9.39438
1570.51 9.38632
1570.61 9.37140
1570.70 9.35759
1570.79 9.34465
1570.98 9.31974
1571.17 9.29584
1571.54 9.24902
1571.92 9.20307
1572.67 9.11199
1573.42 9.02092
1574.30 8.91186
1575.19 8.80040
1575.41 8.77223
1575.52 8.75826
1575.63 8.74458
1575.74 8.73105
1575.85 8.71805
1575.96 8.70547
1576.07 8.69368
1576.18 8.68260
1576.29 8.67238
1576.41 8.66302
1576.52 8.65444
1576.74 8.63803
1576.96 8.61961
1577.06 8.60925
1577.16 8.59724
1577.22 8.59014
1577.24 8.58667
1577.24 8.58653
1577.24 8.58611
1577.25 8.58568
1577.25 8.58483
1577.26 8.58324
1577.30 8.57758
1577.42 8.55803
1577.59 8.52674
1577.87 8.46889
1578.01 8.43957
1578.15 8.41130
1578.31 8.38143
1578.46 8.35318
1578.62 8.32630
1578.77 8.30042
1578.93 8.27514
1579.08 8.25013
1579.39 8.20007
1580.63 7.98985
1581.87 7.75794
1583.11 7.49922
1584.13 7.26249
1585.14 6.99864
1586.16 6.70148
1586.66 6.53797
1587.17 6.36275
1587.79 6.13035
1588.41 5.87482
1588.72 5.73703
1589.03 5.59168
1589.34 5.43837
1589.50 5.35917
1589.65 5.27990
1589.73 5.24015
1589.80 5.20174
1589.88 5.16427
1589.96 5.12951
1590.04 5.09759
1590.11 5.07057
1590.19 5.04930
1590.27 5.03606
1590.35 5.03244
1590.42 5.04057
1590.50 5.06266
1590.58 5.09994
1590.62 5.12516
1590.66 5.15482
1590.73 5.22667
1590.81 5.31605
1590.89 5.42188
1590.96 5.53216
1591.03 5.65014
1591.17 5.90102
1591.24 6.02479
1591.31 6.13827
1591.38 6.23788
1591.42 6.28086
1591.45 6.31845
1591.49 6.35170
1591.53 6.37768
1591.56 6.39583
1591.60 6.40568
1591.65 6.40532
1591.67 6.40034
1591.68 6.39656
1591.69 6.39286
1591.70 6.38912
1591.71 6.38327
1591.73 6.37123
1591.77 6.33202
1591.81 6.29395
1591.84 6.24832
1591.88 6.19535
1591.91 6.13719
1591.95 6.06033
1591.99 5.97526
1592.03 5.88268
1592.06 5.78597
1592.14 5.57067
1592.22 5.34165
1592.37 4.85826
1592.45 4.61625
1592.53 4.38493
1592.57 4.25191
1592.62 4.12622
1592.66 4.00535
1592.71 3.88957
1592.76 3.77664
1592.80 3.67153
1592.85 3.57168
1592.89 3.47695
1592.94 3.38522
1592.98 3.30022
1593.03 3.21962
1593.07 3.14311
1593.12 3.06877
1593.16 2.99949
1593.25 2.86989
1593.34 2.74887
1593.43 2.63694
1593.52 2.52987
1593.61 2.42871
1593.71 2.33033
1593.80 2.23638
1593.89 2.14551
1593.98 2.05768
1594.09 1.94725
1594.21 1.84242
1594.33 1.74341
1594.45 1.65113
1594.56 1.56419
1594.68 1.48395
1594.74 1.44674
1594.80 1.41181
1594.86 1.37960
1594.92 1.35111
1595.00 1.31902
1595.01 1.31518
1595.02 1.31184
1595.02 1.31088
1595.03 1.30837
1595.03 1.30626
1595.05 1.30230
1595.09 1.29362
1595.12 1.28779
1595.17 1.28516
1595.21 1.28834
1595.27 1.30075
1595.32 1.32434
1595.37 1.36139
1595.43 1.41456
1595.48 1.48707
1595.53 1.58272
1595.56 1.64179
1595.58 1.70610
1595.61 1.78132
1595.64 1.86266
1595.67 1.98355
1595.71 2.12279
1595.72 2.18598
1595.76 2.37106
1595.79 2.54229
1595.82 2.73469
1595.85 2.95054
1595.88 3.19240
1595.90 3.41582
1595.93 3.65079
1595.95 3.91875
1595.97 4.20018
1596.00 4.52074
1596.02 4.85703
1596.05 5.22367
1596.07 5.62320
1596.10 6.07728
1596.12 6.55262
1596.14 7.06977
1596.17 7.63211
1596.19 8.26984
1596.22 8.93592
1596.24 9.65896
1596.27 10.4434
1596.28 11.0026
1596.30 11.5927
1596.31 12.2151
1596.33 12.8293
1596.34 13.5187
1596.36 14.1987
1596.38 14.9615
1596.39 15.7133
1596.41 16.5562
1596.42 17.4432
1596.44 18.3762
1596.45 19.2946
1596.47 20.3227
1596.48 21.3339
1596.50 22.4650
1596.52 23.5767
1596.53 24.8193
1596.55 26.1228
1596.56 27.4897
1596.58 28.8307
1596.59 30.3272
1596.61 31.8941
1596.63 33.5342
1596.64 35.1404
1596.66 36.9294
1596.67 38.7992
1596.69 40.7523
1596.70 42.6613
1596.72 44.7834
1596.74 46.9967
1596.77 51.5541
1596.80 56.6481
1596.83 61.9794
1596.86 67.9113
1596.89 74.0907
1596.93 80.9335
1596.96 88.0269
1596.99 95.8423
1597.02 103.902
1597.05 112.736
1597.08 121.797
1597.11 131.356
1597.14 141.413
1597.18 152.311
1597.21 163.363
1597.24 174.888
1597.27 186.871
1597.32 206.691
1597.37 227.496
1597.42 249.151
1597.46 271.031
1597.59 329.737
1597.65 359.802
1597.72 388.645
1597.78 416.136
1597.84 441.282
1597.90 464.312
1597.97 484.258
1598.01 494.847
1598.04 503.754
1598.08 511.192
1598.12 517.097
1598.16 521.958
1598.18 522.982
1598.21 524.853
1598.25 525.193
1598.29 524.027
1598.32 521.441
1598.38 514.049
1598.44 503.015
1598.50 489.184
1598.56 472.900
1598.60 458.744
1598.65 443.407
1598.73 409.964
1598.85 363.289
1598.96 315.742
1599.02 292.499
1599.08 269.986
1599.13 248.423
1599.19 227.985
1599.24 210.431
1599.27 202.066
1599.29 193.984
1599.32 186.189
1599.35 178.682
1599.37 171.465
1599.40 164.536
1599.42 157.894
1599.45 151.536
1599.48 145.458
1599.50 139.654
1599.53 134.120
1599.55 128.847
1599.58 123.830
1599.61 119.240
1599.63 114.193
1599.66 109.592
1599.69 105.097
1599.72 101.008
1599.75 97.0185
1599.78 93.3936
1599.81 89.8622
1599.83 86.6564
1599.86 83.5357
1599.89 80.7044
1599.92 77.9494
1599.95 75.4503
1599.98 73.0184
1600.00 70.8120
1600.03 68.6640
1600.06 66.7140
1600.10 64.4983
1600.13 62.4370
1600.16 60.5177
1600.20 58.7795
1600.23 57.1067
1600.26 55.5439
1600.33 52.7513
1600.40 50.2547
1600.47 48.0750
1600.53 46.1302
1600.60 44.3843
1600.66 43.0336
1600.71 41.7902
1600.77 40.6414
1600.83 39.5761
1600.94 37.6598
1601.06 35.9817
1601.17 34.4971
1601.28 33.1726
1601.40 31.9825
1601.51 30.9064
1601.63 29.9282
1601.74 29.0349
1601.85 28.2158
1601.97 27.4620
1602.08 26.7663
1602.20 26.1225
1602.31 25.5255
1602.42 24.9710
1602.54 24.4511
1602.65 23.9713
1602.77 23.5242
1602.88 23.1067
1603.00 22.7160
1603.11 22.3490
1603.34 21.6735
1603.48 21.2888
1603.62 20.9210
1603.66 20.8084
1603.68 20.7601
1603.71 20.6919
1603.74 20.6042
1603.88 20.2701
1604.01 19.9466
1604.18 19.5785
1604.34 19.2286
1604.50 18.8989
1604.66 18.5909
1604.82 18.3049
1604.98 18.0402
1605.14 17.7957
1605.30 17.5698
1605.42 17.4113
1605.54 17.2612
1605.79 16.9823
1605.98 16.7733
1606.07 16.6699
1606.17 16.5678
1606.24 16.4870
1606.27 16.4568
1606.28 16.4471
1606.30 16.4211
1606.35 16.3734
1606.37 16.3473
1606.44 16.2699
1606.51 16.1933
1606.65 16.0391
1606.94 15.7363
1607.09 15.5793
1607.24 15.4295
1607.39 15.2875
1607.55 15.1529
1607.70 15.0251
1607.85 14.9030
1608.01 14.7859
1608.16 14.6728
1608.47 14.4571
1608.77 14.2528
1609.38 13.8727
1610.09 13.4713
1610.80 13.1024
1611.51 12.7582
1612.22 12.4323
1612.48 12.3184
1612.59 12.2704
1612.70 12.2234
1612.81 12.1778
1612.92 12.1345
1613.03 12.0941
1613.14 12.0577
1613.25 12.0266
1613.36 12.0020
1613.47 11.9846
1613.59 11.9752
1613.70 11.9735
1613.81 11.9783
1614.03 11.9980
1614.14 12.0054
1614.25 12.0051
1614.31 11.9998
1614.39 11.9881
1614.46 11.9696
1614.51 11.9502
1614.54 11.9396
1614.55 11.9353
1614.55 11.9340
1614.56 11.9299
1614.57 11.9262
1614.59 11.9170
1614.61 11.9078
1614.65 11.8839
1614.69 11.8580
1614.79 11.7885
1614.89 11.7045
1614.99 11.6126
1615.10 11.5143
1615.20 11.4150
1615.30 11.3157
1615.40 11.2208
1615.50 11.1302
1615.60 11.0464
1615.72 10.9592
1615.83 10.8793
1615.94 10.8056
1616.06 10.7368
1616.17 10.6715
1616.29 10.6085
1616.40 10.5468
1616.51 10.4861
1616.74 10.3629
1616.97 10.2372
1617.42 9.97041
1617.78 9.74230
1618.14 9.49380
1618.50 9.21974
1618.85 8.91428
1619.15 8.63337
1619.44 8.31944
1619.59 8.14601
1619.73 7.96197
1619.88 7.76486
1620.02 7.55348
1620.20 7.27408
1620.29 7.12583
1620.38 6.97554
1620.47 6.82235
1620.56 6.67402
1620.65 6.53615
1620.74 6.42044
1620.78 6.37581
1620.83 6.34447
1620.87 6.33024
1620.92 6.33731
1620.96 6.37140
1621.01 6.43913
1621.05 6.54820
1621.10 6.70342
1621.12 6.80689
1621.14 6.92202
1621.17 7.06085
1621.19 7.21292
1621.21 7.39381
1621.23 7.58960
1621.25 7.80949
1621.28 8.05540
1621.30 8.34252
1621.32 8.64807
1621.34 8.98610
1621.37 9.35894
1621.39 9.78855
1621.41 10.2402
1621.43 10.7342
1621.45 11.2734
1621.47 11.7773
1621.49 12.2894
1621.51 12.8680
1621.53 13.4541
1621.55 14.1144
1621.57 14.7813
1621.58 15.4899
1621.60 16.2420
1621.62 17.0847
1621.64 17.9310
1621.66 18.8257
1621.67 19.7702
1621.69 20.8231
1621.71 21.8750
1621.73 22.9814
1621.75 24.1437
1621.77 25.4327
1621.78 26.7140
1621.80 28.0552
1621.82 29.4571
1621.84 31.0042
1621.86 32.5343
1621.89 35.7862
1621.93 39.3983
1621.97 43.1778
1622.00 47.3346
1622.04 51.6406
1622.07 55.6797
1622.10 59.7763
1622.13 64.1860
1622.17 68.6232
1622.20 73.3614
1622.23 78.0903
1622.29 88.0528
1622.33 94.4005
1622.34 95.3859
1622.35 97.6922
1622.36 100.007
1622.40 106.146
1622.44 112.283
1622.50 121.629
1622.55 130.532
1622.60 137.372
1622.64 143.835
1622.70 151.350
1622.74 156.541
1622.79 161.222
1622.83 165.203
1622.88 168.368
1622.92 170.952
1622.95 171.858
1622.96 172.121
1622.98 172.794
1623.01 173.184
1623.05 173.170
1623.11 172.024
1623.16 169.604
1623.20 167.751
1623.23 165.551
1623.28 160.762
1623.34 155.141
1623.39 148.500
1623.45 141.321
1623.54 129.258
1623.62 116.750
1623.68 108.546
1623.74 100.452
1623.79 92.5787
1623.85 85.0227
1623.88 81.3881
1623.90 77.8599
1623.93 74.4447
1623.96 71.1479
1623.99 67.9739
1624.02 64.9259
1624.04 62.0063
1624.07 59.2165
1624.10 56.5568
1624.13 54.0270
1624.16 51.6261
1624.18 49.3521
1624.21 47.2029
1624.24 45.1754
1624.27 43.2665
1624.30 41.4724
1624.32 39.7890
1624.35 38.2122
1624.38 36.7373
1624.41 35.3597
1624.44 34.0748
1624.46 32.8778
1624.49 31.7639
1624.52 30.7283
1624.55 29.7665
1624.58 28.8737
1624.60 28.0456
1624.63 27.2779
1624.66 26.5664
1624.69 25.9072
1624.72 25.2963
1624.74 24.7303
1624.77 24.2058
1624.80 23.7194
1624.86 22.8493
1624.91 22.0981
1624.97 21.4469
1625.01 20.9753
1625.06 20.5523
1625.11 20.1713
1625.15 19.8265
1625.24 19.2263
1625.33 18.7249
1625.43 18.2887
1625.52 17.9072
1625.61 17.5685
1625.70 17.2673
1625.81 16.9312
1625.93 16.6319
1626.15 16.1121
1626.37 15.6731
1626.60 15.2956
1626.82 14.9656
1627.05 14.6774
1627.27 14.4234
1627.50 14.1982
1627.90 13.8434
1628.02 13.7528
1628.13 13.6648
1628.21 13.6035
1628.23 13.5819
1628.24 13.5773
1628.25 13.5673
1628.27 13.5573
1628.31 13.5228
1628.35 13.4930
1628.39 13.4626
1628.41 13.4481
1628.45 13.4140
1628.50 13.3808
1628.59 13.3148
1628.76 13.1845
1628.94 13.0587
1629.12 12.9393
1629.29 12.8255
1629.47 12.7185
1629.65 12.6165
1629.82 12.5196
1630.02 12.4155
1630.22 12.3156
1630.61 12.1234
1631.00 11.9389
1631.39 11.7599
1632.06 11.4599
1632.73 11.1565
1633.06 10.9993
1633.40 10.8357
1633.73 10.6634
1634.06 10.4798
1634.42 10.2671
1634.77 10.0306
1634.95 9.90010
1635.12 9.76046
1635.30 9.60827
1635.48 9.44321
1635.58 9.33438
1635.69 9.21962
1635.80 9.09941
1635.91 8.97541
1636.02 8.85145
1636.12 8.73510
1636.18 8.68373
1636.23 8.64006
1636.29 8.60729
1636.34 8.58950
1636.38 8.58925
1636.42 8.60399
1636.47 8.63709
1636.51 8.69083
1636.55 8.77221
1636.59 8.88525
1636.63 9.03568
1636.67 9.22470
1636.72 9.46849
1636.76 9.77073
1636.80 10.1399
1636.84 10.5734
1636.88 11.1020
1636.92 11.7101
1636.95 12.0599
1636.97 12.4376
1636.99 12.8443
1637.01 13.2599
1637.03 13.8669
1637.06 14.5292
1637.09 15.2495
1637.12 16.0306
1637.14 16.8749
1637.17 17.7850
1637.20 18.7631
1637.22 19.8111
1637.25 20.9310
1637.28 22.1241
1637.30 23.3917
1637.33 24.7346
1637.36 26.1532
1637.39 27.6475
1637.41 29.2170
1637.44 30.8607
1637.49 33.8945
1637.53 37.1367
1637.58 40.5703
1637.63 44.0945
1637.67 47.8351
1637.72 51.6014
1637.81 59.3824
1637.86 63.3124
1637.91 67.0955
1637.95 70.8460
1638.00 74.3549
1638.04 77.0281
1638.04 77.2382
1638.05 78.0678
1638.06 78.8127
1638.09 80.4468
1638.11 81.9935
1638.17 85.0051
1638.21 87.2649
1638.24 88.4236
1638.27 89.2588
1638.29 89.8382
1638.30 90.3439
1638.33 90.9142
1638.34 91.0785
1638.34 91.1624
1638.36 91.3689
1638.37 91.5233
1638.40 91.7185
1638.42 91.7798
1638.45 91.6835
1638.49 91.2295
1638.54 90.2420
1638.60 88.5041
1638.65 86.5412
1638.70 84.1874
1638.75 81.4309
1638.80 78.4334
1638.88 72.7693
1638.96 66.6791
1639.06 59.3889
1639.11 55.7814
1639.16 52.2541
1639.20 49.1150
1639.25 46.1611
1639.29 43.2762
1639.34 40.6023
1639.36 39.2660
1639.38 38.0285
1639.40 36.8315
1639.43 35.6755
1639.45 34.5112
1639.47 33.4400
1639.49 32.4103
1639.52 31.4218
1639.54 30.3483
1639.57 29.3270
1639.59 28.3570
1639.61 27.4731
1639.64 26.6004
1639.66 25.8077
1639.69 25.0273
1639.71 24.3203
1639.74 23.6262
1639.76 22.9990
1639.79 22.3848
1639.81 21.8310
1639.84 21.2898
1639.86 20.8028
1639.88 20.3279
1639.91 19.9013
1639.95 19.2040
1639.99 18.5990
1640.04 18.0616
1640.08 17.5847
1640.12 17.1520
1640.16 16.7775
1640.20 16.4448
1640.25 16.1488
1640.29 15.8791
1640.33 15.6440
1640.37 15.4332
1640.42 15.2436
1640.50 14.9169
1640.58 14.6456
1640.68 14.3809
1640.78 14.1575
1640.88 13.9644
1640.98 13.7943
1641.07 13.6421
1641.17 13.5045
1641.37 13.2639
1641.49 13.1306
1641.62 13.0117
1641.74 12.9044
1641.87 12.8096
1641.99 12.7250
1642.11 12.6510
1642.24 12.5848
1642.36 12.5257
1642.56 12.4392
1642.66 12.3962
1642.76 12.3516
1642.88 12.2915
1642.92 12.2704
1642.94 12.2578
1642.97 12.2450
1643.01 12.2209
1643.08 12.1816
1643.15 12.1407
1643.29 12.0547
