U-235(n,total fission) ENDFB-8.0
Energy(eV) XS(b)
6.31531 74.9455
6.31792 77.2043
6.32053 79.5974
6.32314 82.1219
6.32574 84.7699
6.32835 87.5349
6.33096 90.4072
6.33618 96.4259
6.34139 102.705
6.34661 109.094
6.35183 115.413
6.35679 121.179
6.36176 126.512
6.36672 131.222
6.37169 135.128
6.37599 137.733
6.38028 139.523
6.38458 140.428
6.38888 140.400
6.39200 139.781
6.39356 139.282
6.39747 137.487
6.40138 134.934
6.40528 131.665
6.40919 127.736
6.41317 123.133
6.41714 118.007
6.42112 112.451
6.42509 106.567
6.43066 97.9696
6.43622 89.1944
6.44179 80.4840
6.44735 72.0539
6.45292 64.0719
6.45570 60.2914
6.45848 56.6670
6.46126 53.2063
6.46405 49.9181
6.46683 46.8048
6.46961 43.8683
6.47239 41.1071
6.47518 38.5212
6.47796 36.1059
6.48074 33.8565
6.48352 31.7662
6.48630 29.8297
6.48909 28.0390
6.49187 26.3861
6.49452 24.9293
6.49718 23.5837
6.49984 22.3420
6.50249 21.1976
6.50515 20.1428
6.50780 19.1713
6.51046 18.2767
6.51311 17.4532
6.51577 16.6945
6.51843 15.9954
