U-235(n,g) ENDFB-8.0
Energy(eV) XS(b)
120.260 1.18043
120.267 1.20420
120.273 1.23353
120.280 1.26877
120.286 1.31167
120.293 1.36347
120.298 1.40799
120.303 1.45715
120.313 1.56043
120.317 1.60815
120.322 1.64642
120.325 1.66100
120.327 1.67155
120.332 1.68286
120.337 1.68393
120.341 1.67984
120.348 1.67275
120.352 1.67254
120.356 1.67578
120.359 1.68317
120.363 1.69436
120.370 1.72760
120.378 1.77900
120.387 1.83390
120.391 1.85952
120.395 1.88064
120.399 1.89636
120.403 1.90545
120.407 1.90721
120.411 1.90220
120.415 1.89073
120.418 1.87332
120.422 1.85077
120.426 1.82404
120.434 1.76226
120.449 1.62955
120.456 1.56905
120.464 1.51507
120.472 1.46522
120.480 1.42298
120.488 1.38760
120.496 1.35820
120.505 1.33392
120.513 1.31400
120.521 1.29778
120.529 1.28482
120.545 1.26620
120.561 1.25555
120.577 1.25097
120.593 1.25120
120.610 1.25540
120.626 1.26304
120.642 1.27380
120.658 1.28742
120.674 1.30403
120.691 1.32365
120.707 1.34650
120.723 1.37275
120.739 1.40322
120.755 1.43848
120.771 1.47950
120.788 1.52731
120.804 1.58436
120.812 1.61703
120.820 1.65302
120.828 1.69284
120.836 1.73711
120.844 1.78661
120.852 1.84154
120.860 1.90446
120.868 1.97616
120.877 2.05853
120.885 2.15392
120.889 2.20812
120.893 2.26542
120.897 2.32922
120.901 2.39702
120.905 2.47293
120.909 2.55405
120.913 2.64306
120.917 2.74103
120.921 2.85204
120.925 2.97216
120.929 3.10919
120.933 3.25852
120.937 3.43009
120.941 3.61842
120.945 3.83642
120.949 4.07749
120.951 4.21681
120.953 4.35857
120.955 4.50990
120.957 4.67156
120.960 4.85334
120.962 5.03884
120.964 5.23740
120.966 5.45001
120.968 5.68956
120.970 5.93439
120.972 6.19666
120.974 6.47754
120.976 6.77818
120.978 7.09966
120.980 7.44300
120.982 7.80903
120.984 8.23853
120.986 8.67502
120.988 9.15960
120.990 9.64697
120.992 10.1810
120.995 10.7093
120.997 11.2765
120.999 11.8237
121.001 12.3929
121.003 12.9211
121.005 13.4444
121.007 13.9007
121.010 14.3173
121.012 14.6416
121.014 14.8908
121.016 15.0323
121.018 15.0740
121.020 15.0449
121.021 14.9427
121.023 14.7820
121.025 14.5492
121.027 14.2767
121.028 13.9403
121.030 13.5854
121.033 12.9903
121.035 12.3797
121.038 11.7272
121.040 11.1005
121.043 10.4636
121.045 9.87518
121.048 9.29491
121.050 8.77116
121.054 8.17066
121.057 7.64119
121.060 7.14552
121.063 6.71263
121.066 6.30987
121.069 5.95940
121.072 5.63390
121.075 5.35075
121.078 5.08759
121.081 4.85834
121.084 4.64483
121.087 4.45839
121.090 4.28430
121.093 4.13186
121.096 3.98912
121.099 3.86377
121.102 3.74609
121.105 3.64247
121.108 3.54494
121.111 3.45888
121.115 3.37769
121.118 3.30591
121.124 3.17802
121.130 3.07083
121.136 2.98087
121.142 2.90537
121.148 2.84304
121.154 2.79001
121.160 2.74594
121.166 2.70962
121.172 2.68006
121.185 2.63800
121.197 2.61478
121.209 2.60644
121.221 2.61067
121.233 2.62563
121.245 2.64976
121.258 2.68252
121.270 2.72309
121.282 2.77103
121.294 2.82607
121.306 2.88809
121.319 2.95709
121.331 3.03317
121.343 3.11580
121.355 3.20665
121.367 3.30541
121.379 3.41254
121.392 3.52760
121.404 3.65312
121.416 3.78892
121.428 3.93584
121.440 4.09349
121.452 4.26557
121.465 4.45209
121.477 4.65447
121.489 4.87436
121.501 5.11361
121.513 5.37437
121.526 5.65909
121.538 5.96793
121.550 6.30922
121.562 6.68431
121.574 7.09758
121.586 7.55023
121.599 8.05569
121.611 8.61746
121.623 9.24389
121.629 9.58439
121.635 9.93882
121.641 10.3205
121.647 10.7255
121.653 11.1555
121.660 11.6126
121.666 12.0991
121.672 12.6174
121.678 13.1702
121.684 13.7605
121.690 14.3917
121.696 15.0674
121.702 15.7916
121.708 16.5689
121.714 17.4044
121.721 18.3036
121.727 19.2727
121.733 20.3009
121.739 21.4300
121.745 22.6524
121.751 23.9775
121.757 25.4162
121.763 26.9806
121.769 28.6841
121.775 30.5416
121.781 32.5352
121.787 34.7495
121.794 37.1729
121.800 39.8278
121.806 42.7382
121.812 45.9300
121.815 47.6686
121.818 49.4303
121.821 51.3362
121.824 53.2666
121.827 55.2850
121.830 57.3943
121.834 59.9740
121.837 62.6855
121.841 65.5322
121.844 68.5165
121.847 70.7331
121.849 72.9276
121.851 75.2825
121.854 77.6083
121.856 80.0973
121.859 82.5482
121.864 87.6180
121.868 92.9952
121.873 98.5257
121.878 104.140
121.883 109.633
121.888 115.125
121.893 120.369
121.898 125.216
121.903 129.428
121.907 133.026
121.912 135.771
121.917 137.544
121.922 138.260
121.927 137.916
121.932 136.501
121.937 134.081
121.942 130.837
121.946 126.768
121.951 122.088
121.956 116.955
121.961 111.636
121.966 106.045
121.971 100.410
121.976 94.8300
121.981 89.4907
121.985 84.2266
121.990 79.1908
121.995 74.4089
122.000 69.9844
122.003 67.0088
122.007 64.1642
122.010 61.4492
122.014 58.8610
122.017 56.3963
122.020 54.0510
122.024 51.8210
122.027 49.7622
122.031 47.7454
122.034 45.8297
122.037 44.0102
122.041 42.2822
122.044 40.6411
122.048 39.0822
122.051 37.6013
122.054 36.2345
122.058 34.8950
122.061 33.6215
122.068 31.2581
122.075 29.1173
122.081 27.2022
122.088 25.4344
122.095 23.8474
122.102 22.3773
122.108 21.0528
122.115 19.8212
122.122 18.6918
122.129 17.6540
122.135 16.7122
122.142 15.8304
122.149 15.0275
122.156 14.2732
122.162 13.5842
122.169 12.9349
122.176 12.3315
122.183 11.7699
122.190 11.2539
122.196 10.7649
122.203 10.3144
122.210 9.88645
122.217 9.49125
122.223 9.11490
122.230 8.76153
122.237 8.42939
122.244 8.12134
122.250 7.82673
122.257 7.54900
122.264 7.28692
122.271 7.04294
122.278 6.80878
122.284 6.58727
122.291 6.37755
122.298 6.18171
122.311 5.81689
122.325 5.48789
122.338 5.18844
122.352 4.91935
122.365 4.67527
122.379 4.45359
122.393 4.25065
122.406 4.06752
122.420 3.90098
122.433 3.74962
122.447 3.61128
122.460 3.48698
122.474 3.37402
122.487 3.27338
122.501 3.18302
122.514 3.10387
122.528 3.03500
122.541 2.97630
122.555 2.92752
122.568 2.88963
122.582 2.86269
122.595 2.84742
122.609 2.84486
122.623 2.85646
122.636 2.88404
122.650 2.93015
122.656 2.96144
122.663 2.99882
122.670 3.04293
122.677 3.09370
122.683 3.15348
122.690 3.22262
122.697 3.30230
122.704 3.39253
122.711 3.49767
122.717 3.61853
122.724 3.75756
122.731 3.91526
122.738 4.09995
122.744 4.31058
122.748 4.43003
122.751 4.55899
122.755 4.69841
122.758 4.84470
122.761 5.00790
122.765 5.18506
122.768 5.37770
122.771 5.58755
122.775 5.81657
122.778 6.06701
122.782 6.34147
122.785 6.63366
122.788 6.96466
122.792 7.33006
122.795 7.73456
122.798 8.16976
122.802 8.66836
122.805 9.22551
122.809 9.85033
122.812 10.5318
122.814 10.9156
122.815 11.3240
122.817 11.7591
122.819 12.2232
122.820 12.7187
122.822 13.2485
122.824 13.8156
122.826 14.4235
122.827 15.0758
122.829 15.7768
122.831 16.5312
122.832 17.3441
122.834 18.2213
122.836 19.1694
122.837 20.1955
122.839 21.2398
122.841 22.4413
122.842 23.7475
122.844 25.1694
122.846 26.7197
122.848 28.4122
122.849 30.2624
122.851 32.2874
122.853 34.3696
122.854 36.7889
122.856 39.4428
122.858 42.3547
122.859 45.5488
122.861 49.0492
122.863 52.8791
122.864 57.0583
122.866 61.3239
122.867 65.3242
122.869 69.2598
122.870 73.7247
122.871 78.0619
122.873 82.9047
122.874 87.5173
122.876 92.5433
122.877 97.1882
122.878 102.063
122.880 106.362
122.881 110.613
122.882 114.079
122.884 117.157
122.885 119.293
122.886 120.715
122.888 121.163
122.888 121.047
122.889 120.681
122.890 119.360
122.892 117.060
122.893 114.201
122.894 110.468
122.896 106.519
122.897 101.888
122.898 97.3589
122.900 92.3550
122.901 87.6850
122.903 82.7150
122.904 78.2149
122.905 73.5410
122.907 69.3917
122.908 65.1499
122.909 61.4319
122.911 56.8952
122.913 52.7219
122.914 48.8975
122.916 45.4018
122.918 42.2118
122.919 39.3032
122.921 36.6520
122.923 34.2347
122.925 32.0296
122.926 30.0163
122.928 28.1762
122.930 26.4924
122.931 24.9496
122.933 23.5339
122.935 22.2330
122.936 21.1036
122.938 19.9950
122.940 18.9717
122.941 18.0259
122.943 17.1502
122.945 16.3384
122.947 15.5847
122.948 14.8839
122.950 14.2685
122.952 13.6577
122.953 13.0875
122.955 12.5545
122.957 12.0557
122.958 11.5883
122.960 11.1499
122.962 10.7380
122.963 10.3729
122.965 10.0071
122.967 9.66240
122.970 9.03033
122.974 8.46579
122.977 7.95971
122.980 7.50443
122.984 7.09351
122.987 6.72147
122.990 6.39313
122.994 6.08468
122.997 5.80312
123.001 5.54546
123.004 5.31580
123.007 5.09802
123.011 4.89742
123.014 4.71228
123.017 4.54595
123.021 4.38704
123.024 4.23961
123.028 4.10263
123.031 3.97516
123.034 3.85638
123.038 3.74556
123.045 3.54797
123.051 3.37204
123.058 3.21942
123.065 3.08260
123.072 2.96323
123.078 2.85574
123.085 2.76033
123.092 2.67559
123.099 2.60139
123.105 2.53453
123.112 2.47616
123.119 2.42384
123.126 2.37855
123.132 2.33842
123.139 2.30377
123.146 2.27425
123.153 2.24990
123.160 2.22977
123.166 2.21428
123.173 2.20284
123.180 2.19569
123.187 2.19257
123.193 2.19360
123.200 2.19881
123.207 2.20810
123.214 2.22182
123.220 2.23972
123.227 2.26249
123.234 2.28967
123.241 2.32231
123.247 2.36034
123.254 2.40410
123.261 2.45318
123.268 2.50947
123.274 2.57177
123.281 2.64244
123.288 2.71995
123.291 2.76245
123.295 2.80719
123.298 2.85423
123.302 2.90367
123.305 2.95557
123.308 3.01002
123.312 3.06709
123.315 3.12505
123.318 3.18748
123.322 3.25273
123.325 3.32085
123.329 3.38976
123.332 3.46367
123.335 3.54055
123.339 3.62040
123.342 3.70072
123.345 3.78636
123.349 3.87219
123.355 4.05430
123.362 4.24587
123.369 4.44505
123.376 4.64923
123.382 4.85494
123.396 5.24982
123.402 5.43111
123.409 5.59256
123.416 5.72823
123.422 5.83280
123.429 5.90219
123.436 5.93393
123.442 5.92748
123.449 5.88514
123.456 5.81008
123.462 5.70656
123.469 5.57966
123.475 5.43710
123.482 5.27978
123.488 5.11725
123.502 4.78307
123.515 4.45786
123.528 4.16181
123.534 4.02519
123.541 3.89938
123.548 3.78057
123.554 3.67222
123.557 3.62504
123.563 3.53304
123.569 3.44817
123.582 3.29828
123.594 3.17218
123.607 3.06734
123.619 2.97887
123.631 2.90458
123.644 2.84154
123.656 2.78736
123.681 2.69319
123.706 2.60464
123.730 2.50774
123.743 2.45402
123.755 2.39700
123.768 2.33461
123.780 2.26990
123.793 2.20340
123.806 2.13620
123.831 2.00350
123.856 1.88032
123.869 1.82326
123.881 1.77048
123.894 1.72171
123.907 1.67701
123.919 1.63608
123.932 1.59945
123.944 1.56667
123.957 1.53758
123.973 1.50604
123.989 1.47984
124.004 1.45844
124.020 1.44154
124.036 1.42881
124.051 1.42021
124.067 1.41546
124.083 1.41442
124.099 1.41704
124.114 1.42325
124.130 1.43305
124.146 1.44650
124.161 1.46370
124.177 1.48481
124.193 1.51006
124.209 1.53971
124.224 1.57438
124.240 1.61408
124.256 1.65958
124.271 1.71155
124.287 1.77125
124.303 1.83896
124.319 1.91630
124.334 2.00484
124.350 2.10723
124.366 2.22461
124.374 2.29051
124.382 2.36065
124.389 2.43734
124.397 2.51921
124.405 2.60903
124.413 2.70527
124.421 2.81123
124.429 2.92519
124.437 3.05120
124.444 3.18732
124.452 3.33849
124.460 3.50257
124.469 3.71022
124.478 3.94284
124.487 4.20433
124.491 4.34567
124.496 4.49584
124.500 4.65927
124.504 4.82949
124.509 5.01510
124.513 5.20879
124.518 5.42043
124.522 5.64172
124.527 5.87843
124.531 6.13187
124.536 6.40991
124.540 6.70181
124.544 7.02268
124.549 7.36024
124.553 7.73204
124.558 8.12394
124.562 8.54647
124.567 9.00243
124.571 9.50654
124.575 10.0398
124.580 10.6304
124.584 11.2562
124.589 11.9502
124.593 12.6864
124.598 13.4849
124.602 14.3510
124.604 14.8542
124.607 15.3802
124.609 15.9302
124.612 16.4807
124.614 17.0806
124.616 17.7077
124.619 18.3631
124.621 19.0187
124.623 19.7326
124.626 20.4780
124.628 21.2559
124.631 22.0330
124.633 22.8776
124.635 23.7576
124.638 24.6738
124.640 25.5863
124.642 26.5749
124.645 27.6010
124.647 28.6647
124.650 29.7190
124.652 30.8552
124.654 32.0270
124.657 33.2333
124.659 34.4197
124.664 36.9817
124.669 39.5800
124.673 42.2868
124.678 44.9393
124.682 47.2612
124.686 49.4834
124.691 51.5482
124.695 53.3941
124.699 54.9600
124.703 56.1892
124.707 57.0339
124.712 57.4550
124.716 57.4560
124.720 57.0228
124.724 56.1749
124.728 54.9489
124.733 53.3938
124.737 51.5674
124.741 49.5312
124.745 47.3996
124.752 43.8579
124.758 40.2727
124.765 36.7801
124.771 33.4722
124.777 30.6758
124.783 28.1384
124.789 25.8161
124.791 24.7346
124.794 23.7049
124.797 22.7256
124.800 21.7950
124.803 20.9115
124.806 20.0731
124.809 19.2780
124.812 18.5243
124.815 17.8100
124.818 17.1331
124.821 16.4704
124.823 15.8642
124.829 14.7459
124.835 13.7424
124.841 12.8414
124.847 12.0321
124.852 11.3045
124.858 10.6498
124.864 10.0603
124.868 9.65228
124.873 9.28328
124.877 8.93374
124.881 8.61739
124.886 8.31752
124.890 8.04597
124.894 7.79409
124.899 7.56044
124.903 7.33884
124.907 7.13816
124.916 6.77956
124.925 6.46850
124.933 6.20572
124.942 5.97974
124.951 5.79136
124.959 5.63252
124.968 5.50389
124.977 5.40003
124.985 5.32140
124.994 5.26464
125.003 5.22992
125.011 5.21565
125.020 5.22188
125.029 5.24846
125.037 5.29488
125.046 5.36267
125.055 5.45102
125.063 5.56305
125.072 5.69752
125.081 5.85926
125.089 6.04651
125.098 6.26591
125.106 6.51488
125.115 6.80186
125.124 7.12276
125.132 7.48726
125.141 7.88832
125.147 8.18692
125.153 8.49843
125.164 9.16916
125.176 9.88492
125.182 10.2486
125.188 10.6076
125.193 10.9602
125.199 11.2854
125.205 11.5802
125.211 11.8356
125.217 12.0436
125.222 12.1980
125.228 12.2947
125.234 12.3329
125.240 12.3140
125.246 12.2434
125.252 12.1288
125.257 11.9788
125.269 11.6114
125.275 11.4128
125.281 11.2154
125.286 11.0229
125.292 10.8477
125.298 10.6910
125.304 10.5562
125.310 10.4460
125.315 10.3623
125.321 10.3065
125.327 10.2797
125.334 10.2868
125.341 10.3374
125.348 10.4329
125.355 10.5727
125.361 10.7628
125.368 11.0042
125.375 11.3005
125.382 11.6503
125.389 12.0696
125.396 12.5605
125.403 13.1319
125.410 13.7841
125.416 14.5498
125.420 14.9705
125.423 15.4230
125.427 15.9249
125.430 16.4504
125.434 17.0168
125.437 17.6280
125.440 18.3083
125.444 19.0238
125.447 19.8226
125.451 20.6654
125.454 21.6095
125.458 22.6093
125.461 23.7002
125.464 24.8930
125.468 26.2407
125.471 27.6812
125.475 29.2685
125.478 31.0225
125.482 33.0271
125.485 35.1960
125.488 37.6168
125.490 38.9337
125.492 40.3288
125.494 41.8981
125.495 43.4744
125.497 45.1497
125.499 46.9322
125.501 48.9464
125.502 50.9790
125.504 53.1495
125.506 55.4700
125.507 58.1056
125.509 60.7793
125.511 63.6493
125.513 66.7342
125.514 70.0547
125.516 73.6338
125.518 77.4974
125.519 81.6739
125.521 86.4729
125.523 91.3987
125.525 96.7472
125.526 102.563
125.528 108.895
125.530 115.800
125.531 123.336
125.533 131.570
125.535 141.131
125.537 151.038
125.537 156.657
125.538 161.883
125.539 168.034
125.540 173.753
125.541 180.481
125.542 186.734
125.543 194.087
125.543 200.914
125.544 208.931
125.545 216.366
125.546 225.084
125.547 233.151
125.548 247.996
125.550 263.759
125.551 280.408
125.552 297.871
125.554 316.034
125.555 334.724
125.557 353.703
125.558 371.316
125.559 389.913
125.561 407.686
125.562 424.126
125.563 438.691
125.565 450.839
125.566 460.073
125.568 465.982
125.569 468.249
125.570 467.109
125.572 462.310
125.573 454.071
125.575 442.761
125.576 428.853
125.577 412.881
125.579 395.393
125.580 378.258
125.581 359.289
125.583 340.185
125.584 321.284
125.586 302.848
125.587 285.074
125.588 268.094
125.590 251.994
125.591 237.871
125.593 222.579
125.594 208.352
125.596 195.158
125.597 182.948
125.599 171.668
125.600 161.257
125.602 151.654
125.603 143.366
125.605 135.153
125.606 127.576
125.608 120.582
125.609 114.121
125.611 108.147
125.612 102.620
125.614 97.5015
125.615 93.0611
125.616 88.6349
125.618 84.5230
125.619 80.6990
125.621 77.1389
125.622 73.8210
125.624 70.7255
125.625 67.8344
125.627 65.3061
125.628 62.7654
125.630 60.3854
125.631 58.1537
125.633 56.1947
125.634 54.2189
125.636 52.3611
125.639 49.0730
125.642 46.0449
125.645 43.3462
125.648 40.9339
125.651 38.8400
125.654 36.8903
125.656 35.1899
125.659 33.5996
125.662 32.2073
125.665 30.9003
125.668 29.7145
125.671 28.6372
125.674 27.6883
125.677 26.7930
125.680 26.0030
125.683 25.2564
125.686 24.5969
125.689 23.9730
125.692 23.4035
125.698 22.4089
125.704 21.5813
125.710 20.8949
125.716 20.3290
125.722 19.8664
125.728 19.4929
125.734 19.1965
125.740 18.9672
125.746 18.7963
125.752 18.6762
125.758 18.6002
125.770 18.5574
125.782 18.6263
125.794 18.7709
125.806 18.9588
125.818 19.1603
125.830 19.3476
125.842 19.4959
125.854 19.5833
125.866 19.5927
125.878 19.5117
125.890 19.3340
125.902 19.0595
125.914 18.6932
125.926 18.2451
125.938 17.7286
125.950 17.1591
125.962 16.5527
125.974 15.9249
125.986 15.2901
125.998 14.6607
126.022 13.4576
126.034 12.8986
126.046 12.3747
126.058 11.8892
126.070 11.4441
126.085 10.9589
126.099 10.5365
126.114 10.1772
126.128 9.88287
126.143 9.64927
126.157 9.47987
126.172 9.37303
126.187 9.33151
126.201 9.35683
126.216 9.45242
126.230 9.62206
126.238 9.73605
126.245 9.86836
126.252 10.0233
126.259 10.2000
126.267 10.3990
126.274 10.6178
126.281 10.8632
126.289 11.1327
126.296 11.4270
126.303 11.7416
126.312 12.1638
126.321 12.6170
126.330 13.1039
126.338 13.6216
126.347 14.1659
126.356 14.7302
126.365 15.3063
126.374 15.8832
126.382 16.4543
126.391 16.9910
126.400 17.4828
126.409 17.9117
126.418 18.2597
126.426 18.5107
126.435 18.6514
126.444 18.6729
126.453 18.5697
126.462 18.3432
126.471 18.0011
126.480 17.5617
126.488 17.0309
126.497 16.4312
126.506 15.7812
126.515 15.1064
126.533 13.7053
126.542 13.0118
126.551 12.3429
126.559 11.6900
126.568 11.0654
126.577 10.4719
126.586 9.91710
126.595 9.38898
126.604 8.89906
126.613 8.44039
126.621 8.01175
126.630 7.61170
126.639 7.23863
126.648 6.89089
126.657 6.56682
126.665 6.26478
126.674 5.98320
126.683 5.72058
126.692 5.47549
126.701 5.24663
126.709 5.03274
126.718 4.83270
126.727 4.64544
126.736 4.46807
126.745 4.30366
126.753 4.14933
126.762 4.00434
126.771 3.86799
126.780 3.73965
126.797 3.50472
126.815 3.29547
126.833 3.10845
126.850 2.94077
126.868 2.78998
126.886 2.65327
126.903 2.53041
126.921 2.41908
126.938 2.31801
126.956 2.22609
126.974 2.14238
126.991 2.06605
127.009 1.99640
127.026 1.93283
127.044 1.87480
127.062 1.82186
127.079 1.77361
127.097 1.72972
127.114 1.68989
127.132 1.65387
127.150 1.62146
127.167 1.59233
127.185 1.56666
127.202 1.54418
127.220 1.52482
127.238 1.50852
127.255 1.49527
127.273 1.48511
127.290 1.47809
127.308 1.47430
127.326 1.47394
127.343 1.47717
127.361 1.48428
127.379 1.49562
127.396 1.51165
127.414 1.53295
127.431 1.56029
127.449 1.59487
127.467 1.63762
127.484 1.69041
127.493 1.72128
127.502 1.75558
127.511 1.79376
127.519 1.83631
127.528 1.88383
127.537 1.93705
127.546 1.99683
127.555 2.06424
127.563 2.14055
127.572 2.22737
127.581 2.32668
127.590 2.44099
127.599 2.57349
127.603 2.64780
127.607 2.72827
127.612 2.81563
127.616 2.91068
127.621 3.01437
127.625 3.12778
127.629 3.25217
127.634 3.38901
127.638 3.54002
127.643 3.70723
127.647 3.89301
127.651 4.10019
127.656 4.33211
127.660 4.59279
127.665 4.88701
127.667 5.04845
127.669 5.22052
127.671 5.40413
127.673 5.60026
127.676 5.81001
127.678 6.03458
127.680 6.27528
127.682 6.53355
127.684 6.81097
127.687 7.10927
127.689 7.43034
127.691 7.77622
127.693 8.14914
127.695 8.55148
127.698 8.98580
127.700 9.45480
127.702 9.96131
127.704 10.5082
127.706 11.0984
127.709 11.7347
127.711 12.4195
127.713 13.1551
127.715 13.9056
127.717 14.7038
127.719 15.5485
127.721 16.4372
127.726 18.3244
127.728 19.3050
127.730 20.2456
127.732 21.2233
127.734 22.1694
127.736 23.0592
127.738 23.8295
127.740 24.5301
127.742 25.0936
127.744 25.4963
127.746 25.7139
127.748 25.7582
127.751 25.6120
127.753 25.2826
127.755 24.7853
127.757 24.1420
127.759 23.3789
127.761 22.5240
127.763 21.6499
127.765 20.6940
127.767 19.7217
127.769 18.7521
127.771 17.8453
127.773 16.9219
127.776 16.0362
127.778 15.1938
127.780 14.4350
127.781 13.7895
127.783 13.1795
127.785 12.6046
127.787 12.0641
127.789 11.5566
127.790 11.0809
127.792 10.6353
127.794 10.2184
127.796 9.82840
127.798 9.46379
127.799 9.12297
127.801 8.80444
127.803 8.50672
127.805 8.22846
127.807 7.96833
127.808 7.72513
127.812 7.28498
127.816 6.89974
127.819 6.56228
127.823 6.26646
127.826 6.00702
127.830 5.77945
127.834 5.57992
127.837 5.40513
127.841 5.25226
127.844 5.11888
127.848 5.00293
127.852 4.90261
127.855 4.81638
127.859 4.74291
127.862 4.68107
127.866 4.62984
127.873 4.55596
127.880 4.51569
127.888 4.50489
127.895 4.52049
127.902 4.56026
127.909 4.62265
127.916 4.70665
127.924 4.81169
127.931 4.93760
127.938 5.08454
127.945 5.25295
127.952 5.44355
127.960 5.65730
127.967 5.89541
127.974 6.15927
127.981 6.45047
127.988 6.77077
127.996 7.12206
128.003 7.50630
128.010 7.92547
128.015 8.23812
128.020 8.56909
128.025 8.91889
128.030 9.28791
128.036 9.74033
128.042 10.2105
128.047 10.7143
128.053 11.2335
128.065 12.3454
128.076 13.5202
128.088 14.7125
128.099 15.8545
128.105 16.3842
128.111 16.8584
128.116 17.2813
128.122 17.6263
128.126 17.8209
128.130 17.9727
128.134 18.0793
128.138 18.1389
128.144 18.1378
128.150 18.0311
128.156 17.8188
128.162 17.5152
128.168 17.1202
128.174 16.6591
128.180 16.1393
128.186 15.5742
128.197 14.3490
128.209 13.0857
128.221 11.8537
128.227 11.2689
128.233 10.7064
128.239 10.1594
128.245 9.63923
128.250 9.24277
128.255 8.87162
128.259 8.50982
128.264 8.17217
128.269 7.84388
128.274 7.53813
128.278 7.24738
128.283 6.97105
128.288 6.70307
128.292 6.45400
128.297 6.21258
128.302 5.98823
128.307 5.77079
128.311 5.56872
128.316 5.37679
128.321 5.19447
128.330 4.85314
128.340 4.54491
128.349 4.26616
128.359 4.01620
128.368 3.78685
128.378 3.58047
128.387 3.39043
128.397 3.21880
128.406 3.06018
128.416 2.91496
128.425 2.78175
128.434 2.66060
128.444 2.54787
128.453 2.44397
128.463 2.34804
128.472 2.26026
128.482 2.17810
128.491 2.10193
128.501 2.03124
128.510 1.96621
128.520 1.90505
128.529 1.84868
128.548 1.74649
128.567 1.65692
128.586 1.57901
128.605 1.51039
128.624 1.45051
128.643 1.39768
128.662 1.35158
128.681 1.31119
128.700 1.27590
128.719 1.24507
128.737 1.21859
128.756 1.19583
128.775 1.17673
128.794 1.16087
128.813 1.14821
128.832 1.13852
128.851 1.13169
128.870 1.12764
128.889 1.12636
128.908 1.12785
128.927 1.13212
128.946 1.13927
128.965 1.14934
128.984 1.16251
129.003 1.17896
129.022 1.19906
129.040 1.22289
129.059 1.25111
129.078 1.28387
129.097 1.32210
129.116 1.36610
129.135 1.41694
129.154 1.47568
129.173 1.54406
129.192 1.62303
129.201 1.66751
129.211 1.71561
129.220 1.76769
129.230 1.82355
129.239 1.88485
129.249 1.95156
129.258 2.02432
129.268 2.10296
129.277 2.18997
129.287 2.28447
129.296 2.38958
129.306 2.50436
129.315 2.63275
129.325 2.77540
129.334 2.93441
129.343 3.11029
129.353 3.30971
129.362 3.53440
129.367 3.65883
129.372 3.78851
129.377 3.92659
129.381 4.07372
129.386 4.23411
129.391 4.40186
129.396 4.58500
129.400 4.77685
129.405 4.98660
129.410 5.20658
129.415 5.44212
129.419 5.69438
129.424 5.97052
129.429 6.26028
129.433 6.57044
129.438 6.90215
129.443 7.26428
129.448 7.64264
129.452 8.04514
129.457 8.47204
129.462 8.95261
129.467 9.44883
129.477 10.5171
129.487 11.6400
129.497 12.7396
129.502 13.2660
129.506 13.7401
129.511 14.1657
129.516 14.5109
129.521 14.7762
129.526 14.9411
129.531 15.0057
129.536 14.9687
129.541 14.8339
129.546 14.6091
129.551 14.3059
129.556 13.9463
129.560 13.5301
129.565 13.0792
129.575 12.1383
129.585 11.1957
129.590 10.7477
129.595 10.3307
129.599 9.93066
129.604 9.55867
129.609 9.21587
129.614 8.90874
129.618 8.66319
129.622 8.44404
129.626 8.24477
129.631 8.06485
129.635 7.90374
129.639 7.76085
129.643 7.63562
129.647 7.52748
129.651 7.43390
129.655 7.35887
129.659 7.29954
129.663 7.25557
129.668 7.22668
129.672 7.21266
129.676 7.21336
129.680 7.22872
129.684 7.25969
129.688 7.30488
129.692 7.36505
129.696 7.44047
129.700 7.53151
129.705 7.63866
129.709 7.76251
129.713 7.90375
129.717 8.06323
129.721 8.24191
129.725 8.44094
129.729 8.66162
129.733 8.90544
129.737 9.17411
129.741 9.46961
129.746 9.79416
129.750 10.1594
129.754 10.5510
129.758 10.9805
129.762 11.4518
129.766 11.9693
129.770 12.5380
129.774 13.1637
129.778 13.8532
129.783 14.6338
129.787 15.4777
129.791 16.4130
129.795 17.4523
129.799 18.6104
129.803 19.9044
129.805 20.6265
129.807 21.3552
129.809 22.1667
129.811 22.9871
129.813 23.9026
129.816 24.8778
129.818 25.9178
129.820 26.9735
129.822 28.1564
129.824 29.3599
129.826 30.7116
129.828 32.0900
129.830 33.6419
129.832 35.2285
129.834 37.0193
129.836 38.8552
129.838 40.9330
129.840 43.0689
129.842 45.4932
129.844 47.9925
129.846 50.8374
129.848 53.7787
129.850 57.1366
129.852 60.6183
129.855 64.6042
129.857 68.7481
129.859 73.5041
129.861 78.4600
129.863 84.1591
129.865 90.1070
129.867 96.9538
129.869 104.102
129.871 112.324
129.873 120.893
129.874 125.931
129.875 130.718
129.876 135.707
129.877 140.902
129.879 150.212
129.880 160.122
129.882 170.615
129.884 180.989
129.885 192.473
129.887 203.625
129.889 215.701
129.890 227.112
129.892 239.054
129.894 249.872
129.895 260.604
129.897 269.678
129.899 277.885
129.900 283.962
129.902 288.393
129.904 290.474
129.904 290.714
129.905 290.360
129.906 289.328
129.907 287.859
129.909 283.091
129.910 276.733
129.912 268.272
129.914 259.007
129.915 248.123
129.917 237.209
129.919 225.207
129.920 213.776
129.922 201.709
129.923 190.588
129.925 179.155
129.927 168.841
129.928 163.251
129.928 158.418
129.929 153.716
129.930 149.145
129.931 143.080
129.932 137.266
129.933 131.703
129.934 126.386
129.936 121.310
129.937 116.467
129.938 111.850
129.939 107.842
129.940 103.633
129.941 99.6258
