U-238(n,g) ENDFB-8.0
Energy(eV) XS(b)
20.4006 35.1444
20.4052 35.8836
20.4098 36.6473
20.4143 37.4365
20.4189 38.2542
20.4235 39.0982
20.4281 39.9735
20.4327 40.8777
20.4373 41.8162
20.4419 42.7867
20.4465 43.7951
20.4511 44.8389
20.4557 45.9245
20.4603 47.0494
20.4649 48.2209
20.4695 49.4361
20.4741 50.7031
20.4787 52.0193
20.4833 53.3933
20.4879 54.8226
20.4920 56.1778
20.4962 57.5872
20.5004 59.0539
20.5046 60.5775
20.5088 62.1692
20.5129 63.8253
20.5171 65.5582
20.5213 67.3643
20.5255 69.2577
20.5296 71.2399
20.5338 73.3173
20.5380 75.4917
20.5422 77.7814
20.5463 80.1841
20.5505 82.7211
20.5547 85.3911
20.5576 87.3569
20.5605 89.3948
20.5635 91.5238
20.5664 93.7350
20.5693 96.0495
20.5722 98.4580
20.5752 100.975
20.5781 103.609
20.5810 106.378
20.5839 109.272
20.5869 112.321
20.5898 115.516
20.5927 118.891
20.5956 122.436
20.5985 126.176
20.6015 130.129
20.6038 133.403
20.6061 136.828
20.6084 140.416
20.6107 144.158
20.6130 148.100
20.6153 152.238
20.6176 156.586
20.6198 161.135
20.6221 165.942
20.6244 171.004
20.6267 176.336
20.6290 181.933
20.6313 187.863
20.6336 194.095
20.6359 200.705
20.6382 207.659
20.6405 215.043
20.6428 222.855
20.6451 231.121
20.6474 239.872
20.6497 249.140
20.6520 258.958
20.6543 269.361
20.6566 280.336
20.6589 292.018
20.6612 304.402
20.6635 317.531
20.6658 331.386
20.6681 346.136
20.6704 361.772
20.6727 378.343
20.6750 395.824
20.6773 414.423
20.6796 434.123
20.6819 454.982
20.6842 476.963
20.6865 500.319
20.6888 525.022
20.6911 551.137
20.6934 578.607
20.6957 607.742
20.6980 638.492
20.7003 670.929
20.7026 704.970
20.7049 740.984
20.7071 778.729
20.7094 818.604
20.7117 860.334
20.7140 904.351
20.7163 950.547
20.7186 998.989
20.7209 1049.52
20.7232 1102.63
20.7255 1158.18
20.7278 1216.22
20.7301 1276.54
20.7324 1339.70
20.7347 1405.50
20.7370 1473.97
20.7393 1544.84
20.7439 1695.06
20.7485 1856.28
20.7522 1996.57
20.7560 2144.18
20.7598 2298.99
20.7635 2460.78
